target,text
4,today i'm happy  
0,nah i couldnt come up with anything  maybe next time
0,"@Guitarist970 cool dude! nothing that exciting here. looking at the radar, it looks like i won't get much excitement, either "
0,@vitaminellen wish you were in AZ! I need some training 
0,"its nice and sunny, and i have to stay in and do washing/ironing  sad sad times"
4,is at home right now but are going to Copenhagen later 
0,@ArunGeoJohn you still get last.fm ? My account expired last month or something  #lastfm #love
4,n yes i would call those people a fucktard to their face.  heard poor gf got a annoyed so everyone was all 'shes a bitch' umm hello!!!
0,The Moody Blues - I know you're out there somewhere - Where are you???  ? http://blip.fm/~5z680
0,@luverscastle I'm so sad - I got your e-mail about the MAC sale. I don't get paid until the 19th though 
4,@thisgoodlife thanks   i'm really digging my new dyes.
4,"@StaciJShelton we'll talk another time, I am grateful for your support &amp; want to find out more about you and your work.. "
4,Just watched the MotoGP qualifying...simply gripping! Great results - looking forward to the races tomorrow 
0,"@thisisryanross sorry to say, @acupofjo said she loves me more than you. "
4,@MirandaBuzz that pic is gorgeous 
0,I gotta go to summer school  I just ended regular school last Friday!!!! (((
4,"fun fact i've learned: don't piss off a musician, write a song about your break up... they'll only come back with something worse. "
4,@AlanG123 no worries... happy to help. 
4,My boss called and said I could go into work late tonight. Sweetness. 
4,@tauriam  are You alright?
4,on my way to Moscow for one more training in an exotic location 
4,http://twitpic.com/5djyw - Lunch. I've got 2. 
0,@megvoe IM HERE!!! cept work blows 
4,@jmbuckingham Is that a rhetorical question?  #FollowFriday
0,its sunny finally! soo stoked for beach season! but for noww i have to go to work. boo 
4,@KingCho Happy birthday! 
4,@rachdancinqueen she's my favourite ever!!  then she smiles politely and says &quot;you're welcome&quot;
0,@kevinpollak why are you not going to be in the expendables? 
4,If you're in New Zealand  Treasure hunt? yes please! http://tinyurl.com/qz9wgn
0,i miss youu guyss 
0, im so fucking sick of trying and failing.
0,hates those stupid sleep demons who sat next to me at 8a service!  i'm off to get some  crack in a cup before 11a service!
4,Katies art show today.  Hmm. Today will be cahy000t.
4,"@JasonStatham1  Greetings Jason.  So far, Twitter's great today. Thanks for taking a moment for us.    Enjoy your swim.  Hugs, Angel"
0,@charlotteatepie awww. I hate sunburn. But atleast there is sun. It hasn't stopped raining in Radnor 
0,@DaniSssss guess who got their summons in the mail this weekend 
4,I'm going to a friends house to hang out and relax. 
4,@StaciJShelton Another great app... imapmyrun Uses GPS of Iphone to track your excercise 
4,@delamarRX931 you cried? or almost cried? 
4,@Nemone1 going to imax @130am 
4,"@shintabubu hey shinta!  i'm headed to bed now, but perhaps tomorrow night - when our hours overlap... "
0,still at work; missing vito much.. 
0,"I keep hearing weird noises. Like there's someone trying to sneak up behind me, and freak me out. I getting my sister to sleep with me. "
4,church. then grad party. 
4,"@emilygonsalves I might add that even in professional situations, a well placed ;) or  goes a long way in communicating body language! ;)"
4,support for making the world better place 
0,Doesn't want to go to work today 
0,Wolverine was awesome.To bad coz i see just HALF of the movie  I feel really BAD for Tanz &amp; Drew..but i promise i'll make it up to them!!
4,@ChelseaParadiso I like all the pic's that you just posted 
4,@JB04 Good luck with them 
0,"@TER1SSA shame I missed it. Back in London this week, but leave on Sunday  @mannynorte keep killing it on the wheels of steel!"
4,@Smorgy LOL I wasn't trying to! It was from crawling around in the attic &amp; sweating so much! 
4,@drew_miller Did you forget you no longer live in Texas  There is no 1. good bbq and 2. good steak.
0,@fionahaughney ah cool. didnt go out. wasnt feelin' the mae west. 
4,"@AngryBritain Thank goodness for that, I was concerned.  See you on  #moanmonday "
0,"@bradhfh they better be pretty, sore mouth today. "
0,"dress arrived today, husband doesn't like it "
0,@parisianatheart That is *no way* to start a week!  Glad you're there to tweet about it!
4,@kbreuner which reminds me of the response most artists think silently in their heads when asked to work for free 
0,"jel tko za kavu, piwu or smtng? dosadio mi je The Killers weekend na MTV "
4,@Das_mole Thank you.    All is good.  I need azithromycin and prednisone  but at least it's far from being as bad as it could be.
0,I'm completely exhausted thanks to yesterday.  Can I go home yet?  
0,@theBrandiCyrus I heard about it it's scary... I just hope that evrry1 is ok with minor injuries 
4,@chriscuzzy oohhh robots!! Thinking of robots...i can't wait to see transformers 2!! 
4,@HartkeRecords it's all about efficiency...that what makes for good business.  
4,Good morning! Nice to sleep for about 12hrs.  But now it's raining outside :/
4,@clarexsaula I love all of their music. 
0,"its the weekend, it means...OUT COME THE FREAKS "
4,"@bob_saget hi bob, I would love a random shout out. just for no other reason except I'm cool. "
4,"@savagestar Coffee and music here too, went to bed at half past four, up again at eight so very light headed "
0,"http://twitpic.com/5f47p - hmm at college, found a way to post on twitter! but have to upload photo!  on X-Box with the ICT crew! good ..."
4,@itsmichaelyeah I think I'm gonna head on over 
0,@hayabusaage eww   its just gonna be you and your grandma eating that cake. Grandmas and great aunts like baked grapes
0,@WarrenAndrew I miss them too..  Those were the best!
0,"Poor scouse security guard ): he's put on loads of weight, has really grey hair and a dodgy beard awh "
4,@xcornejo   I will tonight more than likely Lol. If Carlos comes by  he is my favorite toy Lol
0,I fell down and busted my butt 
0,back online after a downtime of 72hrs 
0,Back from my first day of school. Got a science exam on Thursday 
4,Oh well back to the paint 
4,"@kristinOBOBOB me toooooooo! wow, i'm so excited for this song, you don't even know! "
4,"Going to the Arizona Highways Travel Show, and my new pad, both of which are on the light rail  yay"
4,"Photo: seriously, like the warmest shoes ever. the lining on the inside is like 2cm thickâ¦ i love them!  http://tumblr.com/xyp1yqy3w"
4,@metaglyph donno wanted some part of my face.... it's a pic from my wedding 
4,I need a drink... Whos up for martinis? 
0,stressed beyond BELIEF. need a nap 
4,Just put in my reatiners for the first time in about a year... OUCH!! Way overdue. Gotta get my smile back 
4,I wear zee cargo today. Supa coo 
0,@illiomellio  son my mom made me stay for no fuckin reason cuz marilyn goin 2 queens 2 go 2 play ahh I'm pisst
0,i would love to know why i can't add the @brandnewshadows album to my iTunes cart. i am sad.  &lt;-------see. sadness.
4,"@StripNinaDown lol cute! Chill out hahahaha wtf y wldnt u b able to smoke it? Spark it if dats wat u wnt, can u get me ice n a styro? "
4,@Qilly nopes 
0,@aLexR0kz the whole waiting list thing is scaring me. i'm just praying i get in january. let's just hope 77 is a lucky number 
0,lots to do today on my day off...i just don't want to get out of the bed 
0,@isacullen Well shoot :/ I missed you too. I was craving my compy  So should've stayed home.
4,@janine_j9 haha. same.  &amp; myspace &amp; youtube.
0,@Johnathonhock I miss you already and ill miss this  http://bit.ly/vqReK
0,"@grshane I would do the same....if I had the choice I would have my shoes match, but they never make them in fun colors "
0,@Tyrese4Real zshare dont never work for me 
4,had the most awesome weekend!!! cant wait to do it all again next weekend  mwah oh GOOD MORNING ALL
4,@JadedTLC  you make my life on twitter that much better!
0,@grooveworksENT !!!!! 
4,@jsie We got out there and the cafe was booked solid. LOL Doesn't matter - Mum got some plants anyway. 
4,@zennie62 I live here. Maybe another time. All I want to do is get on my train and pass out. Thanks tho 
4,"Keeping an eye on the #momoams livestream, so I am still somewhat there "
0,is at work. It looks like it going to be a beautiful day. Today is the last day I see my husband for 5 weeks 
4,@CrunchyK I'll be seeing ya in Memphis...flying from LA just for the show! 
4,"@milenakohlhofer Find the right tour guide, and all out can be managed...  "
0,"Woke up at 7 today n couldnt get bk to sleep?  BUT Take That today, im so excited got a playlist on itunes with about 50 of there songs!!"
0,N. Korea rumored to aim missile toward Hawaii around 4th of July... 
0,Going to a BBQ and the suns gone in 
4,exempt from all but two classes 
0,I'm bout to hit my sheets. My ipOd playing sad songs back 2 back. Now I feel sad  lol
0,Could not ride this morning. Major sand and dust storm. Got allergy  pills  instead 
4,just changed my icon. 
4,had a pretty awesomely long day 
0,god!... This overcomes me 
0,I really dont wanna go to work tomorrow  loving the fact la la sparkes is on here now
0,@secretagentmama i am glad u had fun! Too bad none of our gadgets caught anything 
4,final at 3:30...studied enough i guess...but i'll do fine! hopefully! 
0,pretty much an idiot. @jemesenslapluie my phone is on crack and only like half of your text showed up. im sorry im not much help 
0,Back to work 
4,@EatAtFriendlys  I did that  The closetest one is a town over so wanted to know if it ended at 5  #bluebox
4,I'm at deny's 
4,@ToxicGiggle yeahhh. but tbh i'm more confident in this one that the church and state one 
0,stupid school!! i hate waking up in the morning 
4,Living in the NOW...a very cool place to be 
0,Saying goodbye is even harder when it's with a 5 year old. 
4,@nettemsw Ooh I may be able to catch it after all! Thanks for the tip! 
4,Is watching angela do her wedding give aways 
4,@Lindat44 they're usually lower maintenance at least 
0,"headed back to germany tomorrow morning, its going to be a long day. i get there sunday...  "
0,@satch1984 Dumbledore got fired. 
4,i'm in love with my laptop podium. best $20 ive ever wasted! 
4,http://twitpic.com/6cv2d - d jfietzer  I'm at Highcliff State Park.
4,"@TheSheila nah,they wont be able to beat(Deutsch:Besiegen?) an Angel like you!If they do try again,call me!I Kick their Asses!;) "
0,@wtfwouldericado  Clean Me!
4,Getting ready for 3 classes this morning and Connect Group tonight. 
4,@jonasobsessedx Omg im sooo hyperr!!!  i started tearing after the Joe and Stella moment!!  Gossh soooooooooooooooo cuteee &lt;3 ilusfdmmmm
4,Thanks #theguild and @feliciaday (I dunno if Sandeep tweets?!) for the Ustream 
0,"Ugh, bed time. want my boyfriend to text me.  I will miss him this week. damn.  ( hey you, secret lover, HAHA YOU'RE ALREADY SLEEPING)"
0,@AllisonGreen world domination! Tell @MelissaGreen I'm sorry for her loss of eye candy... NOT! Zczerbiak goes home tomorrow 
0,not folding clothes right out of the dryer = no bueno. My hanes white Vs are hellllla wrinkly.  I wish Kirkland made V necks.
4,"@snedwan Hes kinda cute! lol! But seriously tho, I did find his attitude entertaining, he was funny, good televison! "
0,Forgot to account for a time zone change. I could have gotten another hour of sleep! 
0,hates how we never talk anymore. wtf is your problem?  
0,@spencerkate I saw it the other night and thought it was awesome! I'm sorry I didn't let you know immediately 
4,@Pepsimo Morning...aw i dunno if my neighbours are ready for seeing me in a bikini!!lol Might scare them into movin house!! haha 
0,@ilovemakonnen damnit u just ruined the image in my head... 
0,omg i spent all my money !!  i just got paid yesterday.... 
0,@paulinahearts haha don't even whatt??? btw you didn't call me back last night  ouchhh. that hurt me baddd. lol.
0,@beyoncatweets How awesome? Lol... I guess they were good but it could still be better 
4,"Got drenched in the rain. Stood in the middle of road @ Nal Stop getting wet, then ran with the traffic cops running behind.....fat bums "
0,@LaurenConrad Hey LC!! Could u like give me a copy of your book? I'm from a 3rd world county and can't afford it. Not available in here 
0,One week before 2.5 weeks working in Hong Kong   So much to do before I go!
0,@bjornaviet thats too bad 
0,@kariluv Dang I have finals too!!    you'll be okay.
4,Getting ready for church tonight. 
0,Disappointed with the TT today. Ruined by a hurricane headwind 
0,i've had to deal with the wrath of @laurenlonghorn ALLLLLLLLL damn day. but this isn't a complaint because obv i love it/will miss it! 
0,The back of my head is numb for some reason 
0,Detroit just scored.  
4,New York is near. I see it already. 
4,is laying in myy big warm bed and being thankful that I dnt hav to be out in that winter chill tonight!  x
0,"@MizzBassie Well if sockington can do it, so can I!   OK, not really. I'm a truthful &amp; fair cat. I'm in US!  I am not a winner.  "
0,@shanman98 A you no follow no more 
0,I think my day is FML worthy today 
4,A great thank you to @TweetFields for the background 
0,"I'm sad... My first week of being 13 wasn't so good, and now none of my friends are answering my texts... "
0,@mumphlett - What's up? I am here..Have a lil summer cold 
0,@Nelja I get that on my old tattoo when my body gets warm. As far as I know it's the ink.  None of my new tat's do it.
0,"Morning, am waiting for the train in the lovely sunshine! Its too nice to go to work today! "
0,I had Waffle House at like 5am - then proceeded to drop it on my living room rug.  Grits are VERY hard to clean up when you're drunk.  
4,Accompany Zakir to do his passport today 4 cousin wedding on Saturday. Need to eat more.I'm getting thinner again.. 'lol' Stresshead... 
0,"Ahh, my little cat is sick "
0,OMG!!! Why Did I Do It?  Why Did I Drink So Much 
4,Had a CRAZYYY night ! Special shout out to my girl J.I. Aka the Goddamn BOSS 
0,"@kateisgrrr8 i gave up the saturday shift, this is my monday....and next monday, too  totally screwed"
0,is gutted as to how rubbish Night Of The Museum 2 was 
0,@TaviGreiner ugh what a pain. It has happened to me many times. 
0,"Have upgraded iPhone to 3.0. Seemed to work OK, now can't get off the &quot;emergency call&quot; screen because activation server is down.   "
4,@Misstaken77 can you get some of Blue please? For my mummy 
4,i am chillin like a villian . 
4,@Cheekz you could always go to Seattle - I think they should have some cool places? 
0,I think half my patients are healthier than I am right now! 
0,@TiksHI On home on Maui and have a very bad vog headache 
4,@pantslesswrock Welcome back 
4,@koshkanott Looking good! Wish I had some pictures but found myself constantly holding glasses unable to handle the camera! 
0,"@ellayuhui I just drank some espresso, but I'm still sleepy.  Can we swap metabolisms?"
4,@PINKSUGARATL What's up doll? Welcome... Your answers will be shared with all my fb friends! Thanx for playing 
4,Off work now  woo.
4,havin a bom summer 
0,Just received my package from gmarket. My gosh. Wrong shoes and wrong bags.  oh well. I did take risks
4,@tankianhwee - you are very funny! 
0,"@brightondoll omg, bb can you pick me up some salt and vinegar chips? "
0,"@witenike Time zones are no fun!   Good night, friend!"
4,"just watched the bucket list, can't stop crying and john mayer sounded soooo beautiful in the song "
0,No more awesome tp that felt like wiping with jesus.... Now plain old 2ply 
0,"@tommcfly if this happen, when u come back to south america u can stay more days in brazil HAHA kidding  poor fans, they'll understand!"
0,"@allmyindecision aha, thats like 3 hours from Vegreville  We'll come play in Calgary too, know any bands we could talk to about shows?"
4,Mia and I just spend hours sitting on the loveseat reading together. it was nice 
0,@letsdomusic im here! 
4,"@blackjkspollock HOW Many people still have DRIVE-IN THEATRES where they live. // Up the road about 40 miles from here, in Mt. Airy.  "
4,http://twitpic.com/7giop - watchin me some GNW..its good news week 
4,Thanks Stef! 
0,Finna head to the airport. Vacation almost over 
0,@DebsBookNook no.  not this year. 
4,I talk about Steve Harvey's new book and ladies &quot;Keeping it shiny&quot;   http://bit.ly/vcYmp
4,@bdox I hope so 
0,@MAKEUPMANMAE Ay dios mio! u Are coming HARD for me today! What did i do? 
0,Ugh! Have the hiccups 
0,@esmeeworld i just woke up. Have to go to school  Did you do havo?
0,My car broke down 
0,"@syeelamarlina s-ma... my hp telah meninggal dunia.. sedey..   anyways, howd the interview go?"
4,@April_miss what?! It's gorgeous out! I've been outside gardening and yard cleaning all afternoon 
4,@RickSeymour Mmm!  Was actually goin to buy some from the supermarket yday but it just looked like chocolate-no green in it at all!
4,at the moment im blowing...dry my hair 
4,"Morning all hope you are all good, great for me got up to lovely sales on Zazzle "
0,I think mother isn't very pleased that I have an iPhone 
4,@babblingbrookie happy birthday!!!    I love you!! &lt;3
0,"Just got done P90X, GOW now. I think I might b sick "
0,"wow peeps feels like i aint twitteed in a while been real busy, n my internet gt cut off  nt to worry, im all gd hope all yall r gd 2 "
4,@petewentz  Happy Birthdayy !  have a great one ! 
0,@janine_j9 You're not staying up with me tonight? 
4,Just received a pile of graduate papers to grade.I hate exams but I love grading them. Firm but fair 
4,"@Cogiva  coolio, I'll send out a text then to everyone and you can go home to bed, tell your boss I said it was ok. "
0,@blackbirdcorner tweeted out of api's too much refreshing from iPhone  sorry.  game of two halves blah blah token refs making tokin calls
4,What's the word I'm looking for? Smitten. 
4,On my way to chitivas.  Rollin Han Solo!   Lookin very dapper I must say 
0,@twicullen http://twitpic.com/5ovk2 - That is good...I so can't draw 
4,"@Ellegeeict haha, good to know!! "
4,"@Solzah oh, it has nothing to do with how long the tweets are (though that is bothersome) it's another type of limit. But thanks anyway! "
0,@_huny I concur w/ ur feelings about ppl 
0,Hungryyyyyy stomach is being eated. 
0,"@Killaya &lt;333 Enjoy your last show baby! @ihatecrayons Yeah, I was just thinking about that.  but stil EPIC was written all over it!"
4,Sittin at the park alone wit my puppy 
0,It's still early and I'm @ the room 
0,@iGraves I do all my emulation on a GP2X -- which I didn't bring. 
0,"had a looooong meeting and is too beat for the night market.  Oh well, will be back eventually. Now, more work!"
4,finally the weather is sunny! What a great day for Mothers day  Bought my Mum perfum and a shower gel (together with my little brother)
4,"@greeeat I think 'tipsy' is a slight understatement, sweetheart "
4,@alibalijeweller I dont know 
4,"@shelisrael buhwhahaha...that's funny. You should write a book of your &quot;shel'isms&quot;. Wait, aren't you already writing one? "
4,Diid you miss me?î® 
0,doctor says i have a gastrocnemius muscle tear. NO half marathon next week. physical therapy stat. SAAAAAAAAAAAAAAAAAAAAAAAAAD day... 
0,@GaslightHotel Beautiful day for the Crowe's Point Derby. Too bad Louisville has a muddy track at Churchill Downs. 
4,@lauryglory i'll send a bavarian guy a picture from me 
0,"@selenagomez went to the house you were filming at today, too bad you weren't there.  have a safe trip!"
4,"heyyyyyy well today shall be interesting, can't wait to go see him, as for now I'm watchin a movie   // cool http://gykd.net"
4,"@jacquelinesteps Thanks!  Actually, when I first got my twitter, my pictures wouldn't upload either. But they upload, it just takes a"
0,where is Lilly???  ugh...  I do not like when she stays out all night. 
0,@sbeaver dont tell me you have hurricanes in FLA 
0,TRYING TO NOT EAT   STUPID BATHINGSUIT SEASON
4,went shoe shopping  i got wedges after i tried on like every shoe in my size lol
0,Watching a spider wing its web around a firefly in its web. The firefly is blinking its last blinks. Sad. 
0,I hate looking for apartments. 
0,says my dad is back after 3 months.. ngaun pang wala si nanay...  http://plurk.com/p/12nris
4,"@CosmicMother I'm more grace jones than vinnie, although she is a very manly woman "
4,@itslisali NO MORE TUI (TWEETS UNDER THE INFLUENCE) 
0,Omygosh imso bored right now.. And hungry 
0,My dog just had a seizure and I witnessed it. Scary scary scary. 
0,hey twitter fam...sorry i been ghost for a few..my app on my iphone is crap. how everyone been? Im sad about my magic  but ill be aight
4,"@DJIronik love the new default  like a said, i LOVE the shades.. and ye ear piercing well suits (; love it, never noticed before... xx"
0,AUUUUGH I just spilt freezing water all over meeeee 
4,is going to do some work in the sun 
0,Oh no! Sophie slips outside top 15  Heartbreak makes me a dancer indeed  *weeps* http://tr.im/p2p6
4,"@elfo930 yeahhh, the pain and suffering i went through was all for a good cause "
0,wishes that she was NOT having a tame (Lame) Saturday night at home alone 
0,"helping 3 different people, makes me sad "
0,@trouble0106 Awww hun thanks-missed you too.  Phone's playing up so cannot use it to Tweet &amp; I just never seem to have time to be online 
4,@QwertyManiac oh... in that case I will watch it  after 99 (not feeling sleepy today). I thought u r being @mehulved (=sarcastic) today ;)
4,Lost my new phone. Found my new phone. Thank goodness for honest cafe workers 
0,"had a good day, uni  open day was nice, beach this evening was also fun, sand everywhere  nooo"
0,deadlines 
4,loves the word &quot;adorkable&quot;  http://plurk.com/p/oxc24
4,"Got me a dark red hair dye, going to get some bleach "
4,@MrTop8 OK.........I'll see you then.....  have a great night!  
0,"sick, left the window open "
4,@britneyspears - OMG!!!! i loved totally the show you looked great and loved the songs 
0,"had a great night yesterday with Miguel , Josefine amd Amanda! WILL MISS YOU GUYS WHEN YOU LEAVE. "
0,"@joe19g27 sad as it may seem, I'm so horrible with names that working here 1 night a week I don't know all the people  what's he look like"
0,I tried 2 use it &amp; it didnt work. I had 2 D/l as a free user  @KingBhob
0,Can smell BBQ but can't eat it. That's just Amy cruelty right there 
0,I will be supporting an old system that needs to be reused 
4,@KourtneyKardash happy bday 
4,It's ice cream time  Love spring
0,http://bit.ly/Wl9yL  i want to go here 
4,"Finally back in bed with my puppies after a LONG week in Jamaica. loved it, but lve to be home too!! Night "
0,@Motoko_K I get my egg today. I want to go home now 
0,I'm feeling so alone.  
4,@officialTila Good morning sweetheart.  Love you!
4,@rainbowglow morning 
4,home  crazy ass night! uploading pics soon. about to watch @Bowwow614 ; @SongzYuuup ; @Souljaboytellem ; and @drakkardnoir on webcam 
0,Lost at tennis tournament in Park Homes because my partner didn't show up. Pretty frustrating. 
4,"@sin__  Sh'es going to look great hun, good luck with her "
4,"@Nin85 Yeah, we should go. Can't let Paula hog the sun all by herself. "
0,@VaughnMom I just wish my website was clickable 
4,In Kingsland Texas.  Hope i wont fall into the river/lake from boat today. 
4,@think_peace nice to see you had a wonderful Sat.  Hello to your friends!  Looking forward to seeing your friends here 
0,Seriously asks himself if some of his friendships are really worth it  but is glad to have some very good and wonderful friends!!
0,so delirious... still at the office...  another long night.  yiiiikes! 
0,"errgh ate wayyy too much, now i feel sick "
0,going to work 
4,Listening to Bon Iver on Windows Vista Media Center in new apt... Sunday 
4,@jpearson2004 ok ok so I meant STARBUCKS! it's not my fault that the 'r' is right next to the 't' 
4,Good morning m'loves 
0,it's raining! and it's cold! and I wanna sleep! and other things too. shoot! I want my beeeed... 
4,Chill chill chilling in bed 
0,Such is life... 
0,"Feeling better today, still a lil sore throat  City of God at &quot;Wet 09&quot; at Barry Univ. Free at 9pm. hit me for questions."
0,I'm really not feeling today...soooo much work to do and I have a soar throat  gosh
4,@Aleksandr_Orlov thanks to you i have found many play friends from your website. Thanks 
0,Why cant my glasses ever stay clean? 
0,Twitpic on twitterberry's not working. Says file type not supported. 
0,@crauds I miss hash browns 
0,Going to work 
4,not tweeted in ages! ryans bbq yesterday was goood! way to sit outside in the sun now! 
4,Demi's Popstar photoshoot  They let me give you this sneak peek... Enjoy. http://twitgoo.com/d7w1
4,@Jennn__ you're welcome.  Hope it all goes well for you's!
0,The person I'm in love with does NOT exist. 
4,@myrtlebeachblog wow! that was easy.  I wish you would have said hi to me at rebcphl 
0,@iceisawesome OMG T-ANN! Why do I have more updates than LilDuval and he has been here longer?  I'm so ashamed and obv. an attn seeker.:*(
4,@lillaaayelove i LOVE research papers  &lt;/sarcasm&gt;
4,oh emilie totally wrote that. but its true 
4,@mileycyrus Just stopping by to tell you im one of ur biggest fans and you inspire me more than you know   I hope to meet you someday..
0,@Jared_Andrew that sounds like so much fun  !! Well you'll have to let me know how it goes!
0,Cable is out. No tv or interwebs right now  
0,@ScruffyPanther You so are. Poor B 
4,@JonFTW flad I didn't have to cut my grass today 
4,@laurenmarcelle I can't text. My phone died and I'm not home. So... thought you should know that.... love you! 
0,@feicho it's insured. But the feeling sure sucks...  
0,OK I give up.  I will ask my uncle for help. I just hope hes up for a challenge. I AM FAIL.  
0,@Gilaa i don't have any of those colors of course. it'll have to wait until tomorrow. the lips turned out light pink. and not nice. 
0,@DumbyLove Wow...I can't til tomorrow...and I'm dying because of it... 
4,@ComplicatedMama re 4 columns in tweetdeck ~ 4 columns fit perfectly in seesmic ~ including fb if you want it. 
4,Realizing more and more how much I need God 
0,So hppy no rain for now. But i feel there is a cloud over me 
4,@PhillyD Find a machine gun rental place. 
0,"Eww, it's raining outside  It was SO pretty yesterday..."
4,Home. I'm really tired now. At least I have a nice tan now. 
0,What? High of only 14Âº? Grrr...this weather is seriously taking away from my scooter-riding time 
0,"8 days on &amp; still no sign of this flu clearing up, sick of feeling ill. "
4,"ok, now I am going to sleep  hehehe lol"
0,@nicksantino i wish i was going to see you this summer! your not playing with the cab july 22  every other date you aree...
4,@lilyroseallen http://twitpic.com/6bpoi - I'm relaxed already! 
4,patiently awaiting thursdayyy!  today has been a better day indeed.
4,"@MoocherGirl haha, I'm not sure I can say I'm single now.. *raises eyebrows* yes.. hopefully it works out.. still up for a party though "
4,@davedresden I can't wait to hear it! Have fun 
0,@grahamux that's what I'm using - turned out all I needed to do was call the voicemail to activate. No mms tho 
0,@Cameron_Quinn I'm bit physically challenged. Can't talk like normal human being. Got 3 times surgeries on throat. One vocal cord damaged 
0,@BookishGirl Agreed- which is why so unethical for schools to use classroom for indoctrination. Teachers did that 2 me since grd school. 
4,@toddnewton You are too kind - and I send it right back atcha. Can't wait to share the stage with you somewhere. Congrats on everything! 
4,I love the fact that at this company being called a skiver is a good thing 
4,Goodnight twit babe..and TWEET dreams 
4,@iTS_ME_CUPCAKE ty ty 
0,it's only been 46 minutes? UGH. It feels like I've been here for HOURS. 
0,Preparing for the exam 
4,"oh, frank is nominated again too but i dont wanna vote for him again this year, thats why "
0,"I felt like writing something intelligent or witty, but I'm too tired to think of anything...Goodnight to all, and to all a goodnight "
4,So bored nothing to do!!!!! Lunch was fun though 
4,"@twikini great application! I'm happy, it works great on my iPAQ! "
4,"Up early. Been asleep since 4pm Yesterday. I am well rested, LOL. Going to make some breakfast. Full day ahead! "
4,"@jonesette Looks like you live in one of the prettiest places in America! I love the South, Hon! My mother lived outside of Atlanta. "
0,in Murfreesboro @ appointment REALLY need  to be in franklin. Like now 
4,@therealsecret 
4,"@Bash Tired and grumpy, have been partying too hard "
4,@buckhollywood Buck.. 19/20 TV Shows! Follow me please! 
4,ShanieAIBOhttp://tinyurl.com/SonyMediaGo - Go here to download and try out early; Sony's new media program for PSP and Sony Ericssion. 
4,@kelly960 he'd have been more than welcome to come along 
0,New Dream Theater is the same old Dream Theater. I seriously doubt I'll buy any more of their albums. But I say that every time 
4,guess where I am? Johnny rockets!  i love this place!
0,@grazielabrenno...did you let the pressure of having the in laws over get to you??im sorry your not having a good bday  have some love xx
0,it didnt work 
4,"In response to tweeps, If you are interested in receiving my band's semimonthly newsletter (I sing and play keys) please DM me your email "
0,No Joella in sight! Just some reliever. 
4,"Going to sleep , Have a great day to everyone "
0,Too much coffee. Made 6 cups worth. all gone 
0,SATs today 
0,"@bana76 i know, i could, i'm just...i just want to whine, and it's not really worth it, lol. "
4,*just finished making lemon poppy seed cake thinggy with lemony glaze 
0,@SEGA Any news of when Sonic &amp; Knuckles is out on the vintage collection? Was upset to see it wasn't there with Sonic 3 
0,@briterlovesdai i know man 
0,"obviously, i didn't sleep and i didn't dream but my head still hurts  / and you got me thinking."
0,@nellclothing I cancelled a run in favour of... staying in. Wish I monies for pubulation tho 
0,sending pictures to my family back home. Its so gloomy outside and I want to goto the beach! 
0,Fuck. After oversleeping big time!!! Block class in 12mins. 
4,i think i can't watch one missed call 3 right now.. 
4,won the first game 
4,@Nic0pic0 good seeing you too dahlin...miss all o yas but things need to be done 
4,With the succuss of that book it difinitely was worth only getting one hour of sleep to finish it up!!!  
4,"wheyyy free latitude &amp; reading tix confirmed  now i just need to book newquay, boardmasters and glasgow (y) BEST SUMMER EVARRR"
0,@abhishikta1810 ta khuuuuuuub bhalo thiki...tarpar Shibpur BE college...hal ta chinta kar...swarga theke narak  Clg ses hoeche bechechi...
0,Headed home early. Flight delayed. 
0,@Anne349 is really cold here now  i want my sun back! hahaha
4,@sunnarose yay for the return of teaser tuesday 
4,@Rob_Rep i like that 
4,@J4k3w4y Lemonade rocks! Cheers for following me Chris 
0,@nikkiwoods Absolutely - it's particularly noticeable in London b'coz we very rarely get nice weather so most of the time people are glum 
4,Bought my dress and really cute shoes 
4,"@tommcfly Dont be so negativeee, im sure you will do fine! I believe in you guys! "
4,Hey @jonasbrothers *type your question here* #jonasliveonfb -14 daaays til the album release  my horoscope told me that was a lucky day &lt;3
0,"Hmm, I appear to have chicken pox "
4,Officially in love with true blood. Someone buy me the season? 
4,Follow the direct link and get some Peace at Last!  -  http://twurl.nl/f3lmy5
4,"@mileycyrus it is VERY silly the stories the press make up, don't worry most of us understand they are all OTT anyway  x"
0,No TravoRadio this morning. BlipFM is down. 
0,"Just had a nap.. It supposed to be a good one, but I woke up with headache, I want u "
4,@psily I'll go with you darlin'! 
4,"Watching pride and prejudice again &lt;3 then library, eating, and rehearsal "
4,@kt2008 thank yok frand 
4,They are unloading a Leopard Tank just next to my office window. Hope I didn't piss off anyone 
0,"@ptinsley Damn, that sucks.  I haven't loaded my library yet so haven't tested music commands.  You ruined my day "
4,@scoob101 Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
4,@MareBiddle &quot;It cuts like a knife but it feels so right!&quot;  Hmm that reference might be a little too Canadianna for you 
0,@konstantlykyle -i hate being broke. 
0,@gloria_dee aww I wish I could have seen PPP too. I'm so jealous. I'm sure the movie was cute. I'll have to c it in DC. 
4,COME ON WHEN I FEEL LIKE IT 
4,"good night america, bahrain and baghdad!!!!! or good morning! heck, good day period! sleeptime! "
4,@arctictrend cool!!! 1000 congrats from your favorite englishman 
